Platform,Handle,Content_Type,Title_Caption,URL,Content_ID,Upload_Date,Views,Likes,Tournament,Accreditation_Status,Content_Format,Featured_Entities,Featured_On_Portfolio
YouTube,@spinandswing26,Short,Guess the Player,https://www.youtube.com/shorts/PeO2k-fVTlM,PeO2k-fVTlM,,35000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Player Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,Jaddu wapas chahiye humme !!,https://www.youtube.com/shorts/a1q7HUvE_ZE,a1q7HUvE_ZE,,34000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the jersey number !!,https://www.youtube.com/shorts/aoyPXo2tQC4,aoyPXo2tQC4,,34000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Jersey Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,Which IPL Team makes you feel angry when you watch them ?,https://www.youtube.com/shorts/vpt0h829FBQ,vpt0h829FBQ,,34000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,What is the Slogan of Delhi Capitals ?,https://www.youtube.com/shorts/hscTZZ2fIkM,hscTZZ2fIkM,,34000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of T20 World Cup – Pt 20,https://www.youtube.com/shorts/RDsU563o7e8,RDsU563o7e8,,34000,0,ICC Men's T20 World Cup 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Last over match 💗🥹,https://www.youtube.com/shorts/5tp4vv0GEHk,5tp4vv0GEHk,,34000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Match Analysis & Tactics,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Player !! | Spin & Swing,https://www.youtube.com/shorts/oVF6rlMUQzg,oVF6rlMUQzg,,34000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Player Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,We love you Virat 🥹🫶,https://www.youtube.com/shorts/PmvNQr3R4rI,PmvNQr3R4rI,,34000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Tum log kisko karoge ?,https://www.youtube.com/shorts/bE_6xcJ5Lhg,bE_6xcJ5Lhg,,33000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Rcb vs Gt final ??,https://www.youtube.com/shorts/yckKtk1zeSA,yckKtk1zeSA,,33000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,"Gujarat Titans (GT), Royal Challengers Bengaluru (RCB)",No
YouTube,@spinandswing26,Short,Who is Captain of Mumbai Indians ?,https://www.youtube.com/shorts/kMGvGFp3RwE,kMGvGFp3RwE,,33000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Mumbai Indians (MI),No
YouTube,@spinandswing26,Short,Guess the Jersey Number - Pt 8,https://www.youtube.com/shorts/dgDO40zYyX4,dgDO40zYyX4,,33000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Jersey Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of India vs Afghanistan,https://www.youtube.com/shorts/Gnkr8UhpC-c,Gnkr8UhpC-c,,32000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Csk ko karna chahiye ?,https://www.youtube.com/shorts/I6ydX1jg65o,I6ydX1jg65o,,32000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Chennai Super Kings (CSK),No
YouTube,@spinandswing26,Short,Favourite Player India 😂❤️🇮🇳,https://www.youtube.com/shorts/vtOGiiLGMuA,vtOGiiLGMuA,,32000,0,General Cricket Trivia Series,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,All Csk Players name | Spin & Swing,https://www.youtube.com/shorts/xq25dpkf_TY,xq25dpkf_TY,,32000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Chennai Super Kings (CSK),No
Instagram,@abhishekpandey_26,Reel,"Episode 9 : Story Behind the Post ft - Shweta Sehrawat . . . . #southdelhisuperstarz #delhipremierleague #dpl2026 #shwetasehrawat #shwetasehrawatstory . . ( Shweta Sehrawat, South ",https://www.instagram.com/reel/Dc2YOiqhiDb/,Dc2YOiqhiDb,2026,31633,1713,DPL 2026 (Delhi Premier League),Accredited (DPL Field-of-Play Media Pass),Story Behind the Post (Player Interview),"Shweta Sehrawat, South Delhi Superstarz",No
YouTube,@spinandswing26,Short,Reason toh Sahi haii !,https://www.youtube.com/shorts/jHmfPW6Haew,jHmfPW6Haew,,31000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,3 Trophy ho gayi 🏆🏆🏆,https://www.youtube.com/shorts/4oHqgbiofUU,4oHqgbiofUU,,31000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of T20 World Cup - Pt 15,https://www.youtube.com/shorts/-q_gK6SlI3Y,-q_gK6SlI3Y,,31000,0,ICC Men's T20 World Cup 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,How many Centuries has Virat Kohli Scored ?,https://www.youtube.com/shorts/_bKlIwGPu9w,_bKlIwGPu9w,,31000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of WPL– Pt 14,https://www.youtube.com/shorts/x_79jKWg1eo,x_79jKWg1eo,,31000,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,India Squad vs New Zealand - Pt 2,https://www.youtube.com/shorts/hNXqJFFhBdA,hNXqJFFhBdA,,31000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Bhai vs Behan - Part 2 | Spin & Swing,https://www.youtube.com/shorts/4KXgLjnWfns,4KXgLjnWfns,,31000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Lsg Players name | Guess the Giants - Spin & Swing,https://www.youtube.com/shorts/c539BrYRHcQ,c539BrYRHcQ,,31000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,MI fan vs KKR Fan !!,https://www.youtube.com/shorts/aAtwX4KLpgA,aAtwX4KLpgA,,30000,0,IPL 2026,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,"Mumbai Indians (MI), Kolkata Knight Riders (KKR)",No
YouTube,@spinandswing26,Short,Guess the Squad of T20 World Cup - Pt 21,https://www.youtube.com/shorts/9NhXm-bS6tc,9NhXm-bS6tc,,30000,0,ICC Men's T20 World Cup 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of T20 World Cup - Pt 15,https://www.youtube.com/shorts/HzGtpg-NCy8,HzGtpg-NCy8,,30000,0,ICC Men's T20 World Cup 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of T20 World Cup - Pt 8,https://www.youtube.com/shorts/XH9zjkwUbVk,XH9zjkwUbVk,,30000,0,ICC Men's T20 World Cup 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,What is the full form of LBW ??,https://www.youtube.com/shorts/IPLHynjrBHI,IPLHynjrBHI,,30000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of WPL– Pt 5,https://www.youtube.com/shorts/cAgnFhwg5gg,cAgnFhwg5gg,,30000,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,IPL Memory Test !! | Spin & Swing,https://www.youtube.com/shorts/4lbLA_7rVss,4lbLA_7rVss,,30000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Giants - Part 2 | Spin & Swing,https://www.youtube.com/shorts/a-vOzdiJc6I,a-vOzdiJc6I,,30000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Pov : You are Rohit fan @gujarattitans,https://www.youtube.com/shorts/entPs1rB_6Y,entPs1rB_6Y,,30000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of WPL– Pt 6,https://www.youtube.com/shorts/tLO72s0nnTU,tLO72s0nnTU,,29000,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,India Squad vs New Zealand - Pt- 3,https://www.youtube.com/shorts/To8sYNDbUP8,To8sYNDbUP8,,29000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Titans | Spin & Swing,https://www.youtube.com/shorts/CkQYJzs331Q,CkQYJzs331Q,,29000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
Instagram,@abhishekpandey_26,Reel,Reel (Dc5BfhLyXjn),https://www.instagram.com/reel/Dc5BfhLyXjn/,Dc5BfhLyXjn,2026,28766,3,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@spinandswing26,Short,Guess the Squad of T20 World Cup – Pt 14,https://www.youtube.com/shorts/zJEkjY9Kj1A,zJEkjY9Kj1A,,28000,0,ICC Men's T20 World Cup 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Jersey Number - Pt 9,https://www.youtube.com/shorts/vu0XvewGsE4,vu0XvewGsE4,,28000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Jersey Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Jersey Number - Pt 6,https://www.youtube.com/shorts/ujldO11BMKo,ujldO11BMKo,,28000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Jersey Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,Which IPL team is the most Underrated ?,https://www.youtube.com/shorts/EG01qr9ev4E,EG01qr9ev4E,,27000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Player of Csk !!,https://www.youtube.com/shorts/aJ8j_6Oa2Zw,aJ8j_6Oa2Zw,,27000,0,IPL 2026,Creator Studio / Digital Production,Cricket Trivia & Player Guessing,Chennai Super Kings (CSK),No
YouTube,@spinandswing26,Short,Loyalty of Rcb fans !!,https://www.youtube.com/shorts/MJ8eTEPqPvI,MJ8eTEPqPvI,,27000,0,IPL 2026,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,Royal Challengers Bengaluru (RCB),No
YouTube,@spinandswing26,Short,Guess the Giants ! | Spin & Swing,https://www.youtube.com/shorts/2BSzVLuHkNk,2BSzVLuHkNk,,27000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,All Gujarat Titans Players name !! @gujarattitans,https://www.youtube.com/shorts/yujJImt2AqU,yujJImt2AqU,,27000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Pick one cricketer !,https://www.youtube.com/shorts/KhzFLV8CX90,KhzFLV8CX90,,26000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Tum kisko chahoge comment Karo !!,https://www.youtube.com/shorts/rgMF3avezR0,rgMF3avezR0,,26000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of RR,https://www.youtube.com/shorts/sfAV4LcFsUA,sfAV4LcFsUA,,26000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,What is the Slogan of Csk ?,https://www.youtube.com/shorts/XwzW63YRx_o,XwzW63YRx_o,,26000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Chennai Super Kings (CSK),No
YouTube,@spinandswing26,Short,Guess the Jersey number - Pt 12,https://www.youtube.com/shorts/jmt3DoSgSIs,jmt3DoSgSIs,,26000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Jersey Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,Who is Iceman in Titans ? @gujarattitans,https://www.youtube.com/shorts/7W-VEhan1BI,7W-VEhan1BI,,26000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
Instagram,@abhishekpandey_26,Reel,"Episode 8 : Story Behind the Post ft - @priyapunia16 . . . . #southdelhisuperstarz #delhipremierleague #dpl2026 #priyapunia #priyapunia💟 . . ( Priya Punia , South delhi Superstarz ",https://www.instagram.com/reel/Dc2Rv1shQzz/,Dc2Rv1shQzz,2026,25407,1661,DPL 2026 (Delhi Premier League),Accredited (DPL Field-of-Play Media Pass),Story Behind the Post (Player Interview),"Priya Punia, South Delhi Superstarz",Yes
YouTube,@spinandswing26,Short,Ye toh galat baat hai bhai 😂😂,https://www.youtube.com/shorts/4dFgp8ApdD8,4dFgp8ApdD8,,25000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Revenge Completed !!,https://www.youtube.com/shorts/akWKHSlNIdg,akWKHSlNIdg,,25000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Crazy Hardik Fan,https://www.youtube.com/shorts/iSC-zaeDXY0,iSC-zaeDXY0,,25000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,Spin & Swing,No
YouTube,@spinandswing26,Short,Is there any IPL team you don't want to see lift the trophy ?,https://www.youtube.com/shorts/o_AJKwqpXsU,o_AJKwqpXsU,,24000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Humare pass 5 Trophy hai !,https://www.youtube.com/shorts/-SzNXUl5WGo,-SzNXUl5WGo,,24000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Will Gujarat Titans Win this IPL ? Vlog 3,https://www.youtube.com/shorts/HyJC5h1OOaM,HyJC5h1OOaM,,24000,0,IPL 2026,Independent Fan Coverage,Behind The Scenes / Vlog,Gujarat Titans (GT),No
YouTube,@spinandswing26,Short,Will Gill Lift the IPL trophy this time ?,https://www.youtube.com/shorts/AWfN5d7KFtY,AWfN5d7KFtY,,24000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Which team do you dislike the most ?,https://www.youtube.com/shorts/OwJnHL0mSno,OwJnHL0mSno,,24000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of WPL – Pt 10,https://www.youtube.com/shorts/I-0nI0u2p9k,I-0nI0u2p9k,,24000,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Dhoni over Virat & Rohit,https://www.youtube.com/shorts/iXKoQ-uXvOo,iXKoQ-uXvOo,,24000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
Instagram,@abhishekpandey_26,Reel,Kya hua tumhara 7-2 kaaa ?? (India vs Pak),https://www.instagram.com/reel/DUyWIqjgQu7/,DUyWIqjgQu7,February – May 2026,24000,1324,ICC Men's T20 World Cup 2026,Commercial Partner (My11Circle),Matchday Banter & Rivalry,India vs Pakistan,Yes
YouTube,@spinandswing26,Short,Siraj bhai toh suru hote he khtm ho gaye !,https://www.youtube.com/shorts/UwVpUlcabJg,UwVpUlcabJg,,23000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Which player disappointed you the most in this IPL?,https://www.youtube.com/shorts/OA4lkgTwSj0,OA4lkgTwSj0,,22000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Cricketer | Spin & Swing,https://www.youtube.com/shorts/ueUYjPgcvJQ,ueUYjPgcvJQ,,22000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Revenge served Cold 🥶,https://www.youtube.com/shorts/sqAANKeijQQ,sqAANKeijQQ,,21000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of WPL– Pt 4,https://www.youtube.com/shorts/Xz90NgTRB4c,Xz90NgTRB4c,,21000,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Firse Silent kar diya 🤫,https://www.youtube.com/shorts/2mRP8XtqUyQ,2mRP8XtqUyQ,,21000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Do you Support RCB because of Virat?,https://www.youtube.com/shorts/mEWsFrfgMFE,mEWsFrfgMFE,,20000,0,IPL 2026,Independent Fan Coverage,Short-form Cricket Content,Royal Challengers Bengaluru (RCB),No
YouTube,@spinandswing26,Short,Who is the Captain of Gujarat Giants ?,https://www.youtube.com/shorts/KSapM5jTA0U,KSapM5jTA0U,,20000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of WPL– Pt 9,https://www.youtube.com/shorts/ZB47FcoHkJM,ZB47FcoHkJM,,20000,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Squad of WPL– Pt 1,https://www.youtube.com/shorts/aBobZYdG1T8,aBobZYdG1T8,,20000,0,WPL 2026,Creator Studio / Digital Production,Cricket Trivia & Squad Quiz,Spin & Swing,No
YouTube,@spinandswing26,Short,How many centuries has Virat Kohli scored ?,https://www.youtube.com/shorts/N3StFqBCTzE,N3StFqBCTzE,,20000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,One rule : No repeats @gujarattitans,https://www.youtube.com/shorts/dbaRC6G2nG8,dbaRC6G2nG8,,20000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,We love you hardik ❤️,https://www.youtube.com/shorts/1P1tHtfh0TY,1P1tHtfh0TY,,20000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Rcb fans vs Csk !!,https://www.youtube.com/shorts/H6BYSy0bRk8,H6BYSy0bRk8,,19000,0,IPL 2026,Independent Fan Coverage,Fan Vox Pop & Stadium Reaction,"Royal Challengers Bengaluru (RCB), Chennai Super Kings (CSK)",No
YouTube,@spinandswing26,Short,Cross Question went wrong !!,https://www.youtube.com/shorts/aZ6TiYH9uIk,aZ6TiYH9uIk,,19000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Jersey Number - Pt 7,https://www.youtube.com/shorts/-oWbOy-555c,-oWbOy-555c,,19000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Jersey Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,India Aur West Indies ne kitne Test  Match khele hai ?,https://www.youtube.com/shorts/diB6dgHTIDM,diB6dgHTIDM,,19000,0,Cricket Coverage & Commentary,Independent Fan Coverage,Match Analysis & Tactics,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Player | Spin & Swing,https://www.youtube.com/shorts/uK7yGWMuFak,uK7yGWMuFak,,19000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Cricket Trivia & Player Guessing,Spin & Swing,No
YouTube,@spinandswing26,Short,Spinner hai ye ?? | Guess the Titans @gujarattitans,https://www.youtube.com/shorts/G4Zooq2eqnI,G4Zooq2eqnI,,19000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
YouTube,@spinandswing26,Short,Guess the Titans @gujarattitans,https://www.youtube.com/shorts/SrZmH6mM2yw,SrZmH6mM2yw,,19000,0,General Cricket Trivia Series,Creator Studio / Digital Production,Short-form Cricket Content,Spin & Swing,No
